date,channel,spend,impressions,clicks,ctr
2024-12-18,Organic_Search,0.0,0,0,0.0
2024-12-18,Direct,0.0,0,0,0.0
2024-12-19,Paid_Search,8069.59,77694,4930,6.35
2024-12-19,Facebook_Ads,7234.45,73135,4111,5.62
2024-12-19,Instagram_Ads,6063.54,87923,3364,3.83
2024-12-19,Email,743.15,9007,315,3.5
2024-12-19,Organic_Search,0.0,0,0,0.0
2024-12-19,Direct,0.0,0,0,0.0
2024-12-20,Paid_Search,8142.33,122101,4460,3.65
2024-12-20,Facebook_Ads,7231.55,67207,4085,6.08
2024-12-20,Instagram_Ads,6622.73,99164,4199,4.23
2024-12-20,Email,1389.7,19943,803,4.03
2024-12-20,Organic_Search,0.0,0,0,0.0
2024-12-20,Direct,0.0,0,0,0.0
2024-12-21,Paid_Search,11618.55,128455,8848,6.89
2024-12-21,Facebook_Ads,7074.88,99104,2917,2.94
2024-12-21,Instagram_Ads,4496.19,47818,2626,5.49
2024-12-21,Email,427.04,6299,223,3.54
2024-12-21,Organic_Search,0.0,0,0,0.0
2024-12-21,Direct,0.0,0,0,0.0
2024-12-22,Paid_Search,10903.85,128640,7751,6.03
2024-12-22,Facebook_Ads,5090.91,48274,3781,7.83
2024-12-22,Instagram_Ads,4094.46,55604,1235,2.22
2024-12-22,Email,961.97,10738,566,5.27
2024-12-22,Organic_Search,0.0,0,0,0.0
2024-12-22,Direct,0.0,0,0,0.0
2024-12-23,Paid_Search,10680.22,117706,7687,6.53
2024-12-23,Facebook_Ads,10228.26,138595,7488,5.4
2024-12-23,Instagram_Ads,8017.68,106165,6243,5.88
2024-12-23,Email,1441.4,11677,1102,9.44
2024-12-23,Organic_Search,0.0,0,0,0.0
2024-12-23,Direct,0.0,0,0,0.0
2024-12-24,Paid_Search,9769.86,120719,4702,3.89
2024-12-24,Facebook_Ads,8873.03,84420,2669,3.16
2024-12-24,Instagram_Ads,8033.04,83340,4127,4.95
2024-12-24,Email,1183.38,14889,925,6.21
2024-12-24,Organic_Search,0.0,0,0,0.0
2024-12-24,Direct,0.0,0,0,0.0
2024-12-25,Paid_Search,8834.97,109245,3955,3.62
2024-12-25,Facebook_Ads,10119.74,83142,4393,5.28
2024-12-25,Instagram_Ads,5849.45,56249,4309,7.66
2024-12-25,Email,539.44,7943,205,2.58
2024-12-25,Organic_Search,0.0,0,0,0.0
2024-12-25,Direct,0.0,0,0,0.0
2024-12-26,Paid_Search,9356.03,92710,4944,5.33
2024-12-26,Facebook_Ads,11393.32,103077,5056,4.91
2024-12-26,Instagram_Ads,8304.24,108508,4545,4.19
2024-12-26,Email,927.07,8893,426,4.79
2024-12-26,Organic_Search,0.0,0,0,0.0
2024-12-26,Direct,0.0,0,0,0.0
2024-12-27,Paid_Search,8564.91,89259,6839,7.66
2024-12-27,Facebook_Ads,7808.11,72116,3597,4.99
2024-12-27,Instagram_Ads,6606.8,56573,4002,7.07
2024-12-27,Email,1344.57,12641,841,6.65
2024-12-27,Organic_Search,0.0,0,0,0.0
2024-12-27,Direct,0.0,0,0,0.0
2024-12-28,Paid_Search,6192.64,81610,2116,2.59
2024-12-28,Facebook_Ads,8937.27,88911,4987,5.61
2024-12-28,Instagram_Ads,6104.69,83261,2436,2.93
2024-12-28,Email,867.36,10298,413,4.01
2024-12-28,Organic_Search,0.0,0,0,0.0
2024-12-28,Direct,0.0,0,0,0.0
2024-12-29,Paid_Search,8458.26,124910,4137,3.31
2024-12-29,Facebook_Ads,7538.06,70497,5964,8.46
2024-12-29,Instagram_Ads,6751.21,100447,3367,3.35
2024-12-29,Email,941.44,13445,321,2.39
2024-12-29,Organic_Search,0.0,0,0,0.0
2024-12-29,Direct,0.0,0,0,0.0
2024-12-30,Paid_Search,13805.29,195904,6385,3.26
2024-12-30,Facebook_Ads,11283.36,119651,7471,6.24
2024-12-30,Instagram_Ads,8658.86,125989,3587,2.85
2024-12-30,Email,1184.5,13593,381,2.8
2024-12-30,Organic_Search,0.0,0,0,0.0
2024-12-30,Direct,0.0,0,0,0.0
2024-12-31,Paid_Search,12901.2,141314,9833,6.96
2024-12-31,Facebook_Ads,11340.62,169998,3636,2.14
2024-12-31,Instagram_Ads,7531.15,69819,5235,7.5
2024-12-31,Email,1037.32,14595,389,2.67
2024-12-31,Organic_Search,0.0,0,0,0.0
2024-12-31,Direct,0.0,0,0,0.0
